Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
41275,49,70,13055,21,29,24,1819,214
41276,49,70,13055,21,29,24,1836,214
41277,49,70,13055,21,29,24,1788,214
41278,49,70,13055,21,29,24,1789,214
41279,44,70,11768,26,36,24,1825,214
41280,44,70,11768,26,36,24,1781,214
41281,43,68,11432,25,36,24,1790,214
41282,43,68,11432,25,36,24,1784,214
41283,43,68,11432,25,36,24,1831,214
41284,43,68,11432,25,36,24,1831,214
41285,43,68,11432,25,36,24,1828,214
41286,42,68,11253,26,37,24,1761,214
41287,43,69,11418,26,37,24,1789,214
41288,43,69,11418,26,37,24,1764,213
41289,44,71,11749,27,37,24,1764,213
41290,44,71,11749,27,37,24,1764,213
41291,44,71,11749,27,37,24,1754,213
41292,44,71,11749,27,37,24,1763,213
41293,46,70,12319,24,33,24,1768,213
41294,46,70,12319,24,33,24,1785,213
41295,44,70,11768,26,36,24,1788,213
41296,44,70,11768,26,36,24,1779,213
41297,44,70,11768,26,36,24,1786,213
41298,43,69,11600,26,36,24,1769,213
41299,43,69,11418,26,37,24,1781,213
41300,43,69,11418,26,37,24,1789,213
41301,43,69,11418,26,37,24,1785,213
41302,43,69,11418,26,37,24,1787,213
41303,43,69,11418,26,37,24,1779,213
41304,43,69,11418,26,37,24,1780,213
41305,47,70,12503,23,32,24,1780,213
41306,47,70,12503,23,32,24,1774,213
41307,47,72,12671,25,33,24,1766,213
41308,47,75,12608,28,36,24,1783,213
41309,47,75,12608,28,36,24,1770,213
41310,48,76,12776,28,36,24,1781,213
41311,49,78,13113,29,36,24,1773,213
41312,49,78,13113,29,36,24,1772,213
41313,49,78,13113,29,36,24,1764,213
41314,49,78,13113,29,36,24,1766,212
41315,48,78,12908,30,37,24,1763,212
41316,48,78,12908,30,37,24,1783,212
41317,49,79,13073,30,37,24,1784,212
41318,46,78,12293,32,40,24,1782,212
41319,46,78,12293,32,40,24,1793,212
41320,42,71,11190,29,40,24,1787,212
41321,41,70,11032,29,40,24,1781,212
41322,41,70,11032,29,40,24,1783,212
41323,41,70,11032,29,40,24,1788,212
41324,45,70,11952,25,35,24,1792,212
41325,45,70,12136,25,34,24,1794,212
41326,46,72,12482,26,34,24,1819,212
41327,47,73,12656,26,34,24,1837,212
41328,47,73,12656,26,34,24,1830,212
41329,44,73,11889,29,38,24,1838,212
41330,44,73,11889,29,38,24,1843,212
41331,48,74,12829,26,34,24,1854,212
41332,48,74,12829,26,34,24,1877,212
41333,47,73,12656,26,34,24,1939,212
41334,44,73,11889,29,38,24,1843,212
41335,44,73,11889,29,38,24,1849,212
41336,45,73,12080,28,37,24,1861,212
41337,45,73,12080,28,37,24,1832,212
41338,46,75,12411,29,37,24,1831,212
41339,46,74,12246,28,37,24,1847,212
41340,43,74,11663,31,40,24,1845,211
41341,43,74,11663,31,40,24,1853,211
41342,43,74,11663,31,40,24,1940,211
41343,43,74,11663,31,40,24,1852,211
41344,43,74,11663,31,40,24,1854,211
41345,43,74,11663,31,40,24,1855,211
41346,43,74,11663,31,40,24,1861,211
41347,43,74,11663,31,40,24,1847,211
41348,43,74,11663,31,40,24,1854,211
41349,43,74,11663,31,40,24,1823,211
41350,43,74,11663,31,40,24,1831,211
41351,45,77,12136,32,40,24,1901,211
41352,45,77,12136,32,40,24,1887,211
41353,44,75,11820,31,40,24,1851,211
41354,45,76,11978,31,40,24,1872,211
41355,45,77,12136,32,40,24,1869,211
41356,45,77,12136,32,40,24,1881,211
41357,43,73,11505,30,40,24,1874,211
41358,43,74,11663,31,40,24,1863,211
41359,43,74,11663,31,40,24,1870,211
41360,43,74,11663,31,40,24,1836,211
41361,45,77,12136,32,40,24,1853,211
41362,43,73,11505,30,40,24,1862,211
41363,43,73,11505,30,40,24,1867,211
41364,39,73,10546,34,45,24,1862,211
41365,41,77,11124,36,45,24,1858,211
41366,44,77,11731,33,42,24,1858,210
41367,44,77,11731,33,42,24,1857,210
41368,44,77,11731,33,42,24,1857,210
41369,44,77,11731,33,42,24,1841,210
41370,44,77,11731,33,42,24,1849,210
41371,44,77,11731,33,42,24,1862,210
41372,44,77,11731,33,42,24,1849,210
41373,44,77,11731,33,42,24,1877,210
41374,44,77,11731,33,42,24,1829,210
41375,44,77,11731,33,42,24,1841,210
41376,39,77,10517,38,48,24,1833,210
41377,39,77,10517,38,48,24,1846,210
41378,39,77,10517,38,48,24,1852,210
41379,39,77,10517,38,48,24,1853,210
41380,39,77,10517,38,48,24,1847,210
41381,39,77,10517,38,48,24,1861,210
41382,39,77,10517,38,48,24,1896,210
41383,39,77,10517,38,48,24,1985,210
41384,39,77,10517,38,48,24,1873,210
41385,39,77,10517,38,48,24,1863,210
41386,45,77,12136,32,40,24,1874,210
41387,45,77,12136,32,40,24,1870,210
41388,43,77,11529,34,43,24,1876,210
41389,43,77,11529,34,43,24,1865,210
41390,43,77,11529,34,43,24,1871,210
41391,43,77,11529,34,43,24,1870,210
41392,43,78,11678,35,43,24,1877,209
41393,43,78,11678,35,43,24,1877,209
41394,42,78,11269,36,45,24,1871,209
41395,40,78,10859,38,47,24,1874,209
41396,40,78,10859,38,47,24,1843,209
41397,40,78,10859,38,47,24,1859,209
41398,44,79,11828,35,43,24,1865,209
41399,44,79,11828,35,43,24,1872,209
41400,44,79,11828,35,43,24,1877,209
41401,44,79,11828,35,43,24,1876,209
41402,44,79,11828,35,43,24,1871,209
41403,44,79,11828,35,43,24,1873,209
41404,45,79,12036,34,42,24,1874,209
41405,45,79,12036,34,42,24,1882,209
41406,45,79,12036,34,42,24,1886,209
41407,45,79,12036,34,42,24,1889,209
41408,45,79,12036,34,42,24,1879,209
41409,45,79,12036,34,42,24,1879,209
41410,45,79,12036,34,42,24,1883,209
41411,45,79,12036,34,42,24,1874,209
41412,41,79,10998,38,47,24,1872,209
41413,41,79,10998,38,47,24,1870,209
41414,41,79,10998,38,47,24,1872,209
41415,41,79,10998,38,47,24,1884,209
41416,41,79,10998,38,47,24,1889,209
41417,41,79,10998,38,47,24,1893,208
41418,41,79,10998,38,47,24,1907,208
41419,41,79,10998,38,47,24,1902,208
41420,36,79,9753,43,53,24,1896,208
41421,36,79,9753,43,53,24,1878,208
41422,36,79,9753,43,53,24,1892,208
41423,36,79,9753,43,53,24,1890,208
41424,36,79,9753,43,53,24,1853,208
41425,36,79,9753,43,53,24,1869,208
41426,36,79,9546,43,54,24,1879,208
41427,36,79,9546,43,54,24,1873,208
41428,36,79,9546,43,54,24,1875,208
41429,36,79,9546,43,54,24,1875,208
41430,36,79,9546,43,54,24,1884,208
41431,36,79,9546,43,54,24,1889,208
41432,36,79,9546,43,54,24,1887,208
41433,36,79,9546,43,54,24,1894,208
41434,36,79,9546,43,54,24,1879,208
41435,36,79,9546,43,54,24,1862,208
41436,36,79,9753,43,53,24,1877,208
41437,36,79,9753,43,53,24,1890,208
41438,36,79,9753,43,53,24,1898,208
41439,37,80,9877,43,53,24,1897,208
41440,37,80,9877,43,53,24,1896,208
41441,37,80,9877,43,53,24,1898,208
41442,37,80,9877,43,53,24,1898,208
41443,36,78,9671,42,53,24,1897,207
41444,37,80,9877,43,53,24,1896,207
41445,37,80,9877,43,53,24,1898,207
41446,37,81,10000,44,53,24,1896,207
41447,37,81,10000,44,53,24,1898,207
41448,37,81,10000,44,53,24,1899,207
41449,37,81,10000,44,53,24,1901,207
41450,37,81,10000,44,53,24,1904,207
41451,37,81,10000,44,53,24,1902,207
41452,37,81,10000,44,53,24,1897,207
41453,37,81,10000,44,53,24,1897,207
41454,37,81,10000,44,53,24,1896,207
41455,39,81,10426,42,51,24,1908,207
41456,37,78,9991,40,51,23,1849,207
41457,39,81,10426,42,51,24,1868,207
41458,39,81,10426,42,51,24,1870,207
41459,40,81,10638,41,50,24,1872,207
41460,40,81,10638,41,50,24,1876,207
41461,40,81,10638,41,50,24,1880,207
41462,40,81,10638,41,50,24,1877,207
41463,40,81,10638,41,50,24,1877,207
41464,40,81,10638,41,50,24,1882,207
41465,40,81,10638,41,50,24,1884,207
41466,40,81,10638,41,50,24,1869,207
41467,36,81,9787,45,54,24,1881,207
41468,37,82,9908,45,54,24,1887,207
41469,37,82,9908,45,54,24,1891,206
41470,37,82,9908,45,54,24,1887,206
41471,38,82,10123,44,53,24,1891,206
41472,38,82,10123,44,53,24,1879,206
41473,38,82,10123,44,53,24,1892,206
41474,38,82,10123,44,53,24,1901,206
41475,38,82,10123,44,53,24,1907,206
41476,38,82,10123,44,53,24,1887,206
41477,38,82,10123,44,53,24,1884,206
41478,38,82,10123,44,53,24,1883,206
41479,38,82,10123,44,53,24,1907,206
41480,38,82,10123,44,53,24,1909,206
41481,37,83,10029,46,54,24,1899,206
41482,37,83,10029,46,54,24,1877,206
41483,37,83,10029,46,54,24,1876,206
41484,37,83,10029,46,54,24,1884,206
41485,39,83,10465,44,52,24,1885,206
41486,39,83,10465,44,52,24,1890,206
41487,39,83,10465,44,52,24,1876,206
41488,37,83,10029,46,54,24,1889,206
41489,37,83,10029,46,54,24,1877,206
41490,37,83,10029,46,54,24,1872,206
41491,34,83,9157,49,58,24,1874,206
41492,34,83,9157,49,58,24,1874,206
41493,34,83,9157,49,58,24,1883,206
41494,34,83,9157,49,58,24,1877,206
41495,34,83,9157,49,58,24,1879,205
41496,34,83,9157,49,58,24,1877,205
41497,37,83,9811,46,55,24,1917,205
41498,37,83,9811,46,55,24,1920,205
41499,37,83,9811,46,55,24,1917,205
41500,37,83,9811,46,55,24,1919,205
41501,37,83,9811,46,55,24,1924,205
41502,37,83,9811,46,55,24,1923,205
41503,37,83,9811,46,55,24,1923,205
41504,37,83,9811,46,55,24,1920,205
41505,37,83,9811,46,55,24,1922,205
41506,37,83,9811,46,55,24,1917,205
41507,37,83,10029,46,54,24,1916,205
41508,37,83,10029,46,54,24,1920,205
41509,38,84,10150,46,54,24,1903,205
41510,38,84,10150,46,54,24,1903,205
41511,38,84,10150,46,54,24,1897,205
41512,38,84,10150,46,54,24,1895,205
41513,38,84,10150,46,54,24,1891,205
41514,38,84,10150,46,54,24,1895,205
41515,37,83,10029,46,54,24,1894,205
41516,39,86,10391,47,54,24,1904,205
41517,39,86,10391,47,54,24,1905,205
41518,39,86,10391,47,54,24,1898,205
41519,36,88,9708,52,58,24,1903,205
41520,36,88,9708,52,58,24,1907,204
41521,35,88,9477,53,59,24,1905,204
41522,35,88,9477,53,59,24,1907,204
41523,35,88,9477,53,59,24,1907,204
41524,34,84,9046,50,59,24,1889,204
41525,34,84,9046,50,59,24,1885,204
41526,34,84,9046,50,59,24,1887,204
41527,35,87,9370,52,59,24,1861,204
41528,34,87,9141,53,60,24,1858,204
41529,34,87,9141,53,60,24,1857,204
41530,34,87,9141,53,60,24,1860,204
41531,32,87,8684,55,62,24,1858,204
41532,32,87,8684,55,62,24,1838,204
41533,33,89,8884,56,62,24,1841,204
41534,33,89,8884,56,62,24,1844,204
41535,33,89,8884,56,62,24,1828,204
41536,33,89,8884,56,62,24,1837,204
41537,33,89,8884,56,62,24,1842,204
41538,33,89,8884,56,62,24,1840,204
41539,33,89,8884,56,62,24,1843,204
41540,33,88,8784,55,62,24,1849,204
41541,33,88,8784,55,62,24,1845,204
41542,33,88,8784,55,62,24,1842,204
41543,31,88,8321,57,64,24,1847,204
41544,31,88,8321,57,64,24,1843,204
41545,31,88,8321,57,64,24,1840,204
41546,31,88,8321,57,64,24,1847,203
41547,32,88,8553,56,63,24,1847,203
41548,32,88,8553,56,63,24,1791,203
41549,32,88,8553,56,63,24,1811,203
41550,32,88,8553,56,63,24,1808,203
41551,32,88,8553,56,63,24,1812,203
41552,24,88,6472,64,72,24,1807,203
41553,24,88,6472,64,72,24,1813,203
41554,24,88,6472,64,72,24,1820,203
41555,24,88,6472,64,72,24,1815,203
41556,25,90,6619,65,72,24,1821,203
41557,25,90,6619,65,72,24,1816,203
41558,25,90,6619,65,72,24,1817,203
41559,28,90,7565,62,68,24,1819,203
41560,28,90,7565,62,68,24,1821,203
41561,28,90,7565,62,68,24,1833,203
41562,28,90,7565,62,68,24,1879,203
41563,28,90,7565,62,68,24,1832,203
41564,28,90,7565,62,68,24,1838,203
41565,28,90,7565,62,68,24,1838,203
41566,28,90,7565,62,68,24,1835,203
41567,32,90,8511,58,64,24,1835,203
41568,32,90,8511,58,64,24,1837,203
41569,32,90,8511,58,64,24,1739,203
41570,32,90,8511,58,64,24,1938,203
41571,32,90,8511,58,64,24,1937,203
41572,32,90,8511,58,64,24,1739,202
41573,31,89,8426,58,64,24,1736,202
41574,31,89,8426,58,64,24,1740,202
41575,31,89,8426,58,64,24,1738,202
41576,32,90,8492,58,64,24,1736,202
41577,32,90,8492,58,64,24,1737,202
41578,31,88,8303,57,64,24,1839,202
41579,27,88,7380,60,68,24,1937,202
41580,27,88,7380,60,68,24,1838,202
41581,28,90,7548,62,68,24,1839,202
41582,28,90,7548,62,68,24,1837,202
41583,28,90,7548,62,68,24,1838,202
41584,28,90,7573,62,68,24,1839,202
41585,28,90,7573,62,68,24,1837,202
41586,28,90,7573,62,68,24,1839,202
41587,28,90,7548,62,68,24,1837,202
41588,26,90,7076,63,70,24,1844,202
41589,22,90,5897,68,75,24,1843,202
41590,22,90,5897,68,75,24,1843,202
41591,22,90,5897,68,75,24,1884,202
41592,22,90,5890,68,75,24,1847,202
41593,22,90,5890,68,75,24,1844,202
41594,24,90,6362,66,73,24,1847,202
41595,24,90,6362,66,73,24,1840,202
41596,24,90,6362,66,73,24,1845,202
41597,24,90,6355,66,73,24,1891,202
41598,24,90,6355,66,73,24,1875,201
41599,24,90,6355,66,73,24,1796,201
41600,27,90,7296,62,69,24,1749,201
41601,27,89,7247,62,69,24,1753,201
41602,27,89,7247,62,69,24,1763,201
41603,27,89,7247,62,69,24,1757,201
41604,27,89,7247,62,69,24,1783,201
41605,21,89,5611,68,76,24,1790,201
41606,21,89,5611,68,76,24,1814,201
41607,21,88,5548,67,76,24,1822,201
41608,21,88,5548,67,76,24,1822,201
41609,25,88,6703,63,71,24,1826,201
41610,25,88,6703,63,71,24,1819,201
41611,25,89,6780,64,71,24,1831,201
41612,25,89,6780,64,71,24,1849,201
41613,25,89,6780,64,71,24,1852,201
41614,25,89,6780,64,71,24,1849,201
41615,25,89,6780,64,71,24,1864,201
41616,22,89,5844,67,75,24,1870,201
41617,22,89,5844,67,75,24,1870,201
41618,22,89,5844,67,75,24,1870,201
41619,22,88,5779,66,75,24,1857,201
41620,22,88,5779,66,75,24,1857,201
41621,22,88,5779,66,75,24,1868,201
41622,22,88,5779,66,75,24,1868,201
41623,22,88,5779,66,75,24,1868,201
41624,22,88,5779,66,75,24,1866,200
41625,21,88,5548,67,76,24,1859,200
41626,21,90,5674,69,76,24,1854,200
41627,24,89,6312,65,73,24,1851,200
41628,24,89,6312,65,73,24,1851,200
41629,24,89,6312,65,73,24,1851,200
41630,24,90,6383,66,73,24,1851,200
41631,22,90,5910,68,75,24,1844,200
41632,21,90,5674,69,76,24,1848,200
41633,21,90,5674,69,76,24,1844,200
41634,21,90,5674,69,76,24,1834,200
41635,21,90,5674,69,76,24,1836,200
41636,22,92,5800,70,76,24,1831,200
41637,25,92,6766,67,72,24,1833,200
41638,25,92,6766,67,72,24,1824,200
41639,25,92,6766,67,72,24,1825,200
41640,25,92,6766,67,72,24,1821,200
41641,25,91,6693,66,72,24,1813,200
41642,20,91,5259,71,78,24,1824,200
41643,20,91,5259,71,78,24,1829,200
41644,20,91,5259,71,78,24,1825,200
41645,20,91,5259,71,78,24,1828,200
41646,20,91,5259,71,78,24,1821,200
41647,19,89,5143,70,78,24,1825,200
41648,24,89,6312,65,73,24,1828,200
41649,24,89,6312,65,73,24,1838,199
41650,24,89,6312,65,73,24,1864,199
41651,24,89,6312,65,73,24,1873,199
41652,24,89,6312,65,73,24,1862,199
41653,24,89,6312,65,73,24,1874,199
41654,24,89,6312,65,73,24,1892,199
41655,24,89,6312,65,73,24,1891,199
41656,24,89,6312,65,73,24,1891,199
41657,25,89,6780,64,71,24,1942,199
41658,25,89,6780,64,71,24,1842,199
41659,25,88,6703,63,71,24,1853,199
41660,25,88,6703,63,71,24,1854,199
41661,25,87,6627,62,71,24,1874,199
41662,22,88,5779,66,75,24,1871,199
41663,22,88,5779,66,75,24,1882,199
41664,22,88,5779,66,75,24,1907,199
41665,22,89,5844,67,75,24,1920,199
41666,22,89,5844,67,75,24,1869,199
41667,22,89,5844,67,75,24,1863,199
41668,24,89,6312,65,73,24,1847,199
41669,24,89,6312,65,73,24,1847,199
41670,22,83,5887,61,73,24,1853,199
41671,22,83,5887,61,73,24,1870,199
41672,19,83,5014,64,77,24,1877,199
41673,20,89,5377,69,77,24,1892,199
41674,22,89,5844,67,75,24,1885,199
41675,22,89,5844,67,75,24,1893,198
41676,22,88,5779,66,75,24,1890,198
41677,22,88,5779,66,75,24,1883,198
41678,21,86,5647,65,75,24,1879,198
41679,21,86,5647,65,75,24,1920,198
41680,21,86,5647,65,75,24,1930,198
41681,21,86,5647,65,75,24,1929,198
41682,21,86,5647,65,75,24,1931,198
41683,21,86,5647,65,75,24,1930,198
41684,21,86,5647,65,75,24,1925,198
41685,26,86,7003,60,69,24,1925,198
41686,26,86,7003,60,69,24,1890,198
41687,26,86,7003,60,69,24,1897,198
41688,26,86,7003,60,69,24,1893,198
41689,26,86,7003,60,69,24,1899,198
41690,26,86,7003,60,69,24,1884,198
41691,26,86,7003,60,69,24,1894,198
41692,26,86,7003,60,69,24,1922,198
41693,28,86,7455,58,67,24,1922,198
41694,28,86,7455,58,67,24,1922,198
41695,26,82,7108,56,67,24,1922,198
41696,26,82,7108,56,67,24,1927,198
41697,26,82,7108,56,67,24,1917,198
41698,26,82,7108,56,67,24,1927,198
41699,26,82,7108,56,67,24,1923,198
41700,26,82,7108,56,67,24,1921,198
41701,21,82,5600,61,74,24,1921,197
41702,21,82,5600,61,74,24,1921,197
41703,21,82,5600,61,74,24,1925,197
41704,21,82,5600,61,74,24,1922,197
41705,21,83,5668,62,74,24,1927,197
41706,21,83,5668,62,74,24,1925,197
41707,24,83,6541,59,70,24,1928,197
41708,24,83,6541,59,70,24,1934,197
41709,24,83,6541,59,70,24,1940,197
41710,22,76,5989,54,70,24,1932,197
41711,22,76,5989,54,70,24,1932,197
41712,22,76,5989,54,70,24,1932,197
41713,22,76,5989,54,70,24,1932,197
41714,22,76,5989,54,70,24,1932,197
41715,22,76,5989,54,70,24,1932,197
41716,22,76,5989,54,70,24,1932,197
41717,22,76,5989,54,70,24,1932,197
41718,22,76,5989,54,70,24,1932,197
41719,22,76,5989,54,70,24,1932,197
41720,22,76,5989,54,70,24,1932,197
41721,22,76,5989,54,70,24,1932,197
41722,22,76,5989,54,70,24,1932,197
41723,22,76,5989,54,70,24,1932,197
41724,22,76,5989,54,70,24,1932,197
41725,22,76,5989,54,70,24,1932,197
41726,22,76,5989,54,70,24,1932,197
41727,3,98,772,95,97,24,1534,196
41728,7,99,1820,92,93,24,1534,196
41729,20,100,5253,80,80,24,1628,196
41730,24,97,6370,73,75,24,1724,196
41731,32,94,8642,62,65,24,1714,196
41732,32,94,8642,62,65,24,1741,196
41733,32,94,8642,62,65,24,1730,196
41734,26,90,7092,64,70,24,1821,196
41735,26,90,7092,64,70,24,1836,196
41736,26,90,7092,64,70,24,1840,196
41737,26,90,7092,64,70,24,1851,196
41738,26,88,6935,62,70,24,1859,196
41739,26,87,6856,61,70,24,1867,196
41740,26,87,7084,61,69,24,1864,196
41741,26,87,7084,61,69,24,1859,196
41742,27,88,7166,61,69,24,1864,196
41743,27,88,7166,61,69,24,1871,196
41744,27,88,7166,61,69,24,1871,196
41745,26,86,7003,60,69,24,1869,196
41746,26,86,7003,60,69,24,1871,196
41747,28,86,7455,58,67,24,1880,196
41748,28,86,7455,58,67,24,1878,196
41749,29,86,7681,57,66,24,1876,196
41750,29,88,7859,59,66,24,1877,196
41751,29,88,7859,59,66,24,1874,196
